  Tweets,Hasil
Lo yang norak gapernah liat artis cakep,-1
"tolong di tindak lanjuti staff nya yang sudah sangat tidak profesional karena menyebar privacy artis ya, tolong jangan malu maluin",-1
"iya minseok sama min buat ig kan masih trainee, kalau woongki sama sungmin itungannya udah artis si jadi kayaknya gapapa..",0
"pemikiran orang indo privasi = dokumen dokumen, data diri padahal selain itu juga banyak privasi tuh !! plisss lah jangan samain artis local sama artis non local yg selalu up kesehariannya mereka",-1
"Resiko publik figur ndasssnyaaa Yoongi bukan artis konohaaa dia artis inter yang bakall ngumbar privacy ,goblok !",-1
"Plis lu tuh udah sering liat artis pasti.. Knpah pas suga dtng baru pada norak sii.. Mau dikata "" Wahhh bisa liat lgsg suga wahhh bisa foto suga wahhhh tau hotel suga tdr doong""... Dih waras lo !! Mon maap gue tiap hr liat mereka dgr suara mereka nemenin mereka mkn B ajah",-1
Ohh baru tau akun rp bisa ada centang birunya gue kira akun artis beneran,0
"saran aku sih langsung dm ke manajemen/manajer artisnya aja nder. infoin kalo artisnya diumbar privasinya.
biar yg negor institusinya dari pihak si artis langsung.
supaya legal standingnya jelas.",1
"Dari penampilan, terlalu genit, sampai sikap tidak profesional jadi penyebab sejumlah artis dihujani kritik.",-1
"Tolong dong lebih selektif pliss. Tu udah parah segala PRIVASI di umbar. Lagian yg sebar privasi tu gak mikir apa, ini orang Korea bukan artis Indo yg mau an diumbar kesana kesini. Pikiran orang mayoritas beg* banget heran. Awas aja Sampek gara"" ini imbasnya pnjg",-1
"Jujur gue benci banget,gue takut ga bisa nemenin ohm sampe akhir. Tiap hari ada aja yg di permasalahin. Ini udah hampir 5 bulan tpi tetep ga kelar ². Sdngkan artis lainnya cukup satu hari aja udh beres smuanya. Ga nyalahin artis nya,tpi knapa ohm harus selama ini?",-1
"Tolong ya, ini member bangtan. Bukan artis lokal indo. Kalo perlakuannya jelek, seluruh dunia loh bakal tau gimana jeleknya indo. Marah si. Tp liat kelakukan warga +62 gak heran 🥴",-1
"aku juga pengennya gini. karena orang lain yang fomo tuh belum siap dapet artis besar. tapi kalo ngomong kayak gitu bakalan disalty sama army lain. memang bukan salah army, tapi petugas2 kayak gitu dah pasti menjamur bukan satu atau dua orang aja.",-1
"Nah iyaaa bener juga nder. Kita terbiasa dgn kehidupan influencer/artis yg app-apa diumbar, dikontenin, jadi begitu liat Suga ke Indo itu tangan pada gatel. Gak mikir bgt 🤒",-1
"harus nya orang² yg bertugas kek bgini nih kerja jgn bawa hp, taro di loker atau gmn, kerjaan dia kan juga jaga keamanan artis bukan malah buka hp buka kamera pantek",-1
apa rasanya bisa mutualan sama artis papan tulis?,0
"Setiap member ke negara lain selalu adem ayem, gada masalah, safety bgt, member pun nyaman ketika sampai ditempat tujuan. Army dan staff yg bersangkutan pun kompak menjaga privasi dan kedamaian artis. Lah ini kok di indo malah bobrok. Staff imigrasi nya sendiri lg yg langgar rule",-1
"Jangan sampai artis artis luar setelah konser di indo tu ada rasa kecewa dan ga mau datang lagi,susah payah army bikin senyaman mungkin idola nya, eh si jangkrik makah dengan bangga ny nyebarin vidio foto ilegal aga membagongkan memang, bahkan vidio gladiresik duga aja ampe bocor",-1
"Udah duga dari awal bakalan kayak gini wkwkwk, kapan coba ada artis luar ke sini yang info mereka ga bocor. Sekelas anakbangtan kalo ga bocor mah aneh, orang terkenal setelah sekian lama ga ke indo ya pada heboh 🙄 emang tai babi",-1
"Gak jauh-jauh artis indonesia aja deh yang tertutup keluarganya aja sampek di korek-korek sebegimananya edan sih, gatau lagi dah bobroknya indonesia ini, aku ya orang indo jugak masalahe, tapi inshyaallah gak kayak mereka-mereka dah, memang bener jadi orang gak kepohan tuh untung",-1
"Menurut orang indo: kalo kamu artis/publik figur, hidupmu gak punya privasi dan berhak dikulik sama oranglain
Gak pernah belajar etikakah? Menghargai privasi orang?",-1
Wah tu minus sih. Uda ga ketolong. Ga tau cara menghargai artis.,-1
"Yawlo w kira tadi ni artis kpop siapa, eh pas dibalik baru keliatan rafathar nya",0
"Artis indomah tanpa fans minta ge seluruh keluarganya di bawa ke depan acara biar piral biar di undang biar jadi artis ...tapi tidak dengan korea ,privasi no 1",0
"[📽] 230525 Vogue Magazine Official Instagram Update - ""Mau hujan atau terang, jejeran artis bagian depan tetap tampil di LV""
🔗
Yuk dilike &amp; komen!
FELIX INCANTA ISOLA BELLA",0
Bisa gak sih artis korea ke indo tuh kek waktu txt ke indo ghoib gaada potret apapun selama di bandara maupun aktivitas selama di indo :(((,0
"I TRULY MAD with THOSE STAFFS who took photos and videos of yoongi WITHOUT his consent.
Semoga kalian sadar kalau menghargai dan menghormati privasi seseorang itu PENTING.
Aku tau kalian excited ketemu artis tapi tolong TETAP HARGAI PRIVASI.
They're human,too. Like us.",1
True. Makanya aku jg gak pernah ngehype artis indo. Kek bodo amat aja mereka mau jungkir balik kek mana 😂,-1
"Tolong ditindak tegas itu petugas yg main foto aja artis saya ,, masalah ini kecil tp mengganggu kenyamanan artis dan kami sebagai fans ,, fans Uda tertib GK bikin heboh bandara ,, GAK TAU NYA PETUGAS BANDARA NYA YG GAK PROFESIONAL KERJAAA !!",-1
"boleh berharap nder, tp yg dihighlight bagian ""new start"" nya... awalnya knet mikir ohh ungki &amp; jerom buka ig karna mungkin di wekwon kontraknya msh sbg artis. trs skrg trainee ikut buka ig juga jadi bikin mereka bertanya-tanya.
tapi semua ini memang tergantung mindset 🙂",1
"COMMISSIONS ART ARE OPEN!!
Hayuuk diorder buat klean yg butuh jasa gambarr. Bisa buat foto profile biar luchuww, kadoin org tersayang, maupun buat project idol/artis favorit lohh!! Buruan order!!!",0
"FYI emang jualannya acara ini tuh yah kayak gini, alay-alayan, tidak ada isi, bahas2 sesuatu yg tidak penting, undang artis yg lagi ada masalah atau sindir2an, pokoknya program ini tuh emang sampah pantes aja isi acara kayak gitu, saya sih gak kaget yahh 🤣🤣",-1
"orang indo tolol semua cihh, yg rugi siapa anjir kalo begini kasian artis nya tolol",-1
"eaaaaa.....
Jadi artis dadakan Wkwkwkwk......",0
Dia samain artis korea sama artis indo.. 🥲,0
artis bokep mah zina terus tapi pekerjaannya juga dari zina,0
"that's why gua gamau bangtan ke sini, orang²nya sedikit yang sadar akan privasi orang lain terutama artis. sasa3ng di luar negeri diperangi di sini malah jadi rebutan",-1
"Ya krn si cewek itu artis, kl si cowo artis jg pasti yg disorot cowonya.",0
Ordal atau staff konser biasanya ada perjanjian ngga boleh photo apapun bahkan selfie dirinya sendiri selama ada di backstage apalagi bareng artis. Udah SOP hampir semua konser begitu.,0
Actingnya galah²hin artis papan atas.. ke banyakan ngeb4c0t gak sesuai realita.. parah🤦🤦,-1
"katanya si paling open minded, si paling santai tapi pas ada yang negasin aturan ""normal"" dan udah seharusnya dilakuin di konser suatu idol bukan FESTIVAL malah kek cacing kepanasan wkwkwkw imej nya gagal boiii kwkwkw oh jangan jangan sering ya nyasar ke konser artis lain wkwkw",0
"Gila banget otak nya kopong g bisa jaga PRIVASI artis luar malu""in Indonesia aja",-1
"Isn't ""influencer"" means lu bisa memberi ""influence"" ke khalayak yah??
Kok jadi influencer = foto narsis kayak artis
Kamu itu influencer dok, face it, makin fafifu makin lucu jadinya 🤣",-1
Kampung emg kampung tuh org2 semua!!!! Gabisa liat artis dikit lgsg foto2!!!! Norakkk!!,-1
norak banget deh staffnya wtf. smaa artis lain gini juga? asli norak. bikin malu doang.,-1
"Bilang aja kampungan kak😭jgn samain artis indo sama artis intern lah public figure nya, soalnya di indo artis tu seneng si fto2 karna biar laku, artis intern gak perlu gitu",-1
"tunangan nanti ternyata selingkuh, si manajer buka hari ke si artis",0
"tim kreatif yg mati empati krna terlalu sering dramatisasi perasaan orang
nyuruh difabel ikut senam aja udah aneh ditambah gerakan senam yg sangat bencong
artis sekelas ruben aja wajahnya keliatan gk nyaman, ini FD malah hura2 joget",-1
"Anjrt padahal mereka kan staff bandara otomatis udha sering ketemu artis dong ya, tpi gilira pas suga malah kek norak bgt di liatnya bangsat",-1
"Detail Makeup Look Enzy Storia yang Banjir Pujian, Mulai dari Lamaran hingga Syukuran: Di momen lamaran, Enzy Storia memercayakan makeup artis Philipe Karunia [
Di momen lamaran, Enzy Storia memercayakan makeup artis Philipe…",0
"1. Walaupun biasa apa harus nebak dari orang random bukan dari community? Shipping artis orang asli juga common tapi kan dilakuinnya dalem community?
2. Bukan karena akunmu publik terus semua orang berhak ngestalk akunnya, that's fcking creepy",0
HUUUUUUFT biasa lah sibuk sama kegiatan artis yang belum habis ini! Kamu apa kabar? 🥺,0
Semoga siapun artis yg mau konser ke indo setelah ini ga pake promotor yg sama kaya SUGA.,-1
kalau suka sama artis itu cuma imajinasi aja,0
"padahal ga cuman fandom kita doang yang punya masalah sama fandom mereka, bahkan sesama fandom artis cewe udah sering cancel idola mereka 😂",0
Wkwkwkwkwkw kirain yg sok artis itu yg follow terus pas abis di follback malah di unfoll,0
"tolong ya staf nya di atur jgn bkin ga nyaman artis nya,dluar jdwal manggung mreka,itu privasi mreka,jgn ftonya di sebar²kan,kalian bkin artis² luar yg mw ke Indonesia mkir 2 kali,krna klakuan oknum kalian!!",-1
"sorry reveluv ga apada kurang kerjaan bawa ls rv ke konser artis lain, lagian ngapain amat reveluv nonton konser artis lain? wkwkw reveluv yg mulfan juga bisa mikir coiii dan fyi sejauh ini gaada kejadian ls rv nyasar ke konser lain sih",0
"pdhl yang artis bisa cmn tanya buka kerjasama ngga sama artis, kalau yg jual jasa bilang ngga udah gausah ngejelasin panjang lebar bisa jd diskon bisa jd diskon, ngaku artis tp kok minta diskon",-1
ini vibesnya kek artis &amp; manajernya😛,1
Dinasehatin malah ngegas wkwk gangotak. Padahal itu privasi artis,-1
kl ga baca tweetnya gue bakal ngira ini artis luar negeri. bibit unggul dah ni bocah,1
Ini memang wakamsi pada ngga tau apa itu privasi ya? atau pada ngebet pengen pamer di socmed gitu kerja bareng artis?? dikira bakal dipuji2 army? yang ada akunnya di RnB iya 😓,-1
Sangat disayangkan ya..Kebiasaan buruk.. Staff kalian tidak diajari untuk menjaga privasi orang lain apalagi artis luar kah wahai ?,-1
"Nanti giliran g ada artis yg mau ke Indonesia mereka pada g terima, yg inilah yg itulah...kan padal mereka juga yg bikin artis2 itu g nyaman di Indonesia",-1
"ade kelas knpa matanya songong y, knp liat liat ⁉️⁉️⁉️ ap km br liat artis sdng mngerjkan ulangan dngn sibux mncontek deck.. 🫣🫣",-1
Aku sering standing sih dan macem2. Kalo festivalan artis indo gapernah sampe yg bau ketek gt mungkin karna outdoor ya jd masi bisa menghirup udara bebas. Kalo pas tulus itu org2 ngangkat hp tinggi pol jd aku pilih mundur biar lebih keliatan,1
"Dia ini challenge sama anak hybe aja kaga pernah tapi nyanyiin lagu artis KPop lain, cupid emang udah mendunia banget sih ahha.",1
"Ternyata terbukti yah, Indomy pada tertib, gaada yang norak. Yang norak mah petugas bandara yang gabisa ngejaga privacy Suga. Yang bilang “resiko jadi artis” sini gue sambelin satu2 mulutnya
Cc : tolong in control staff2 kalian itu",-1
"Agustus ini, TXT akan menjadi headliner di festival musik besar di Amerika 'Lollapalooza' dan
menjadi artis K-POP pertama yang menjadi cover depan 'Consequence' 🖇️",0
"ini yoongi baru nyampe jakarta tapi fomo pada norak banget. dibilangin jangan ganggu privasi yoongi, tetep nyamperin sana sini, sampe hotelnya pun tau? lo gimana dah jadi promotor? gimana cara lo ngejaga privasi artis?",-1
"Pada gatau etika atau gimana? Basic manner itu, semua orang punya privasi walaupun mereka artis sekalipun. BTS dan membernya udah bolak-balik ke luar negeri, tapi ga pernah sekalipun staff dan orang yg terkait menyebarkan privasi mereka gitu aja bahkan photo/video sembarangan",-1
"Kami sebagai fans yang berusaha untuk menjaga kenyamanan artis dan saling mengingatkan, tapi staff kalian malah menyebar informasi dan memfoto artis kami padahal sudah sangat jelas di aturan kerja mereka tidak boleh melanggar privasi bukan?",0
"Kami tidak terima atas kelalaian staff anda
Bukan hanya pihak artis yg kena imbas nya
Pihak kalian pun sama kan kena imbas nya hanya karena sikap staff anda yg tidak profesional",-1
Bahkan yah yg bukan artis aja kalau masuk kamera orng pasti di blur muka nya,0
"artis besar sampe indonesia privasi gada harganya anjing, dari awal melangkah masuk ke indo di bandara pun staff loh yg vidioin, resto, hotel, sekarang lagi gladi pun dibocori dan sama ""staff"". Cape army nahan diri buat jaga privasi, eh staff negara konoha ini yg nyebarin",-1
"Lo kira nih ya lokal non army yg jdi staff bandara sama staff ime klo lo pada nge foto and video in suga, kita sebagai ARMY bakal senang?! Gak anjjj lo udh ganggu privasi artis! Yang ada kita marah atas tindakan tolol lo itu 🙏 ini pihak yg bersangkutan bisa gak kasih hukuman?",-1
artis SM udh biasa keciduk aktivitas pribadi di indo dan kita jg kok fine fine aja ya klo ada video idol kita di bandara haha,1
"mikir kek anjir, mau itu artis juga harusnya paham lah it's not comfortable to be photographed all the time. Apalagi konteksnya di airport &amp; dia baru landing masih capek, jet lag, etc",-1
Idol sampah😂artis indo biasa aja kok,-1
"Kesel sih, artis/idol juga butuh privasi,
Fansnya aja sebisa mungkin pada ingetin buat gak dateng ke bandara biar artis/idol ini nyaman, lah ini malah pihak staff dari imigran malah sebarin foto"" yang seharusnya bukan buat konsumsi publik (...)",-1
Tindak dong tuh staffnya yg udah gk jaga privasi artis luar 😡😡,-1
artis atau bukan tapi ini memang gak sopan,-1
"iya soalnya aku kan suka gitu nyari nama artis klo semisal abis nonton film ato ada serial yg baru di tonton bentukan ya gitu klo ada akun twitter nya misal ya gitu jg bukatutup kurung nama akun nya
🤣🤣",0
"Fans udah spread info buat jaga privasi artis, tapi malah staff bersangkutan yang mendadak jadi paparazi, posting inaitu. Nggak keren anjir yng ada mah norak lu",-1
"Buat malu aja buat kayak gini astagaa privacy artis itu astagaa ini baru Suga yang datang loh, berita ginian dia bakalan baca, sedih bgt sih 😭",-1
"Tolong dong petugas imigrasinya ko main sebar privasi artis kami, ditegur dong jangan kayak gitu mentang"" artis trus disebarin fotonya di imigrasi gila banget, artis gua juga butuh privasi kesel banget argh",-1
"Mudah""an habis ini jangan lagi artis"" nya datang ke indo biar kita aja yg nyamperin bangtan",0
Artis juga main kak&gt;&gt;&gt;ayuk coba sekarang link,0
"Fans nya coba menjaga privasi artis, staff-staff di Indonesia nya yang gatau sopan santun hhh",-1
Mirip artis thailand yang kadi hantu nangna,0
Masalahnya di kantor imigrasi woyy gila aja 🙂itu termasuk privacy antara artis dan pihak imigrasi bisa tersebar gini astaga,-1
"Here we go, better ga buka sosmed, karena sudah banyak komplen sana sini kepada sdm rendah yg gangerti apa itu privasi artis 😑",-1
Ada privasi yang harus dijaga tapi kenapa di sebarluaskan. Miris!!! Bukankah privacy nya orang gaboleh disebar apalagi artis papan atas ini !!!,-1
"pokoknya yg bikin suga ga nyaman di indo gua doain kebeli tiket nonton bts dimanapun, kapanpun uangnya banyak, biar gak alay video2in privacy idolnya kayak gapernah liat artis aja lu alay.",0
"Except body look, karena Bae pengalaman ngedate sama yang onshape malah endingnya selingkuh sama artis bokep🥲",-1
"Rekomendasi Tas PVC transparan untuk konser ala korea 🐣
Karena akhir2 ini banyak artis dan musisi yang mau konser ke Indo nih dan ada aturan dr beberapa penyelenggara untuk pakai tas transparan saat konser, jadi sini aku rekomendasiin bbrp tas gemas untuk kalian ☺",0
Kayak artis aja dia..hehhe,0
Napa yaa masih ada aja orang orang norak yang sebar privasi artis. Kalo lo tau yaudah sii nggak perlu diposting. Jadinya lu nggak keren tapi norak,-1
"Bikin headline berita yg ga sesuai konteks biar artis pada di bully netizen. Terus nanti artisnya depresi gara-gara di bully netizen, terus suicide, terus koreaboo bikin headline berita belasungkawa nyuruh netizen stop bullying artis, dasar istri abu lahab pembawa kayu bakar!",0
Itu klo diperhatiin kan yg cap tangan emas dibawah lotte itu banyak yg dari artis cube kak gak cuma artis sm,0
Gunanya agensi buat apa kak kalo nggak bisa lindungin artis nya?,-1
"Min jgn sembarang protes ah,cari tau dulu ayok. Semua ig artis kpop kalo cari di google jumlah followersnya jdi genap 🙃",0
"Kalo txt leacked juga pas ke sini nnt berarti emang pihak bandara sama ime aja nih yg ga tegas. Org pas di bawa applewood kmrn aman2 aja gaada preview sefrontal itu di bandara dan imigrasi, apalagi ampe foto artis depan mukanya pulak ewh.",0
yaelah yam jadi ayam geprek aja lah kau wkwkwk jelas jelas itu ga ngerugiin siapapun. TTD itu mnurut gw pribadi ni itu bukan data yang perlu dirahasiakan bahkan artis artis ngebagoin ttd nya scara cuma cuma ke para fans wkwkwk,0
Udh tau solo karir kenapa gka bisa hargai privasi artis si,-1
"Ini lokal pada norak banget sumpah, mengganggu privasi artis banget😤 gimana pada mau kesini lagi kenyamanan nya aja diganggu. Asyuuuu",-1
"Kak, apakah kamu iri karena sekarang nanon lebih deket dengan Mark?
Menyeret artis lain hanya karena kapalmu kering momen itu bener"" tolol",-1
